,base_x,base_y,base_z,base_phi,base_theta,base_psi,bodyF_phi,bodyF_theta,bodyF_psi,neck_phi,neck_theta,neck_psi,tail0_theta,tail0_psi,tail1_theta,tail1_psi,ufl_theta,lfl_theta,hfl_theta,ufr_theta,lfr_theta,hfr_theta,ubl_theta,lbl_theta,ubr_theta,lbr_theta,hbl_theta,hbr_theta,dbase_x,dbase_y,dbase_z,dbase_phi,dbase_theta,dbase_psi,dbodyF_phi,dbodyF_theta,dbodyF_psi,dneck_phi,dneck_theta,dneck_psi,dtail0_theta,dtail0_psi,dtail1_theta,dtail1_psi,dufl_theta,dlfl_theta,dhfl_theta,dufr_theta,dlfr_theta,dhfr_theta,dubl_theta,dlbl_theta,dubr_theta,dlbr_theta,dhbl_theta,dhbr_theta
78,10.897015041997948,4.8782197404597145,0.7598916888424485,-0.012919996921997431,-0.05215804422540687,3.2488025933706473,0.008524494760696288,0.030578687044738383,-0.16104832897869992,0.011072078022397656,-0.08782588821041856,-0.5077577767745316,-0.6241310247038359,-0.03943077488854074,0.16279780779409764,0.7481367825106489,-0.49937184555381525,-1.139112135867576,0.14070524574299648,-0.16723507667321283,-0.5418766332343341,-0.6206224597960646,-0.6485211442815716,2.6877714577935734,0.367702354905993,1.664221003793882,-1.6954789058891235,-1.0642227069640307,16.005455572320823,2.4664401177396793,0.6346065962089762,0.09252678607266833,1.358954848340421,-2.478630908369864,-0.10068815306506101,-4.9548333428010904,-1.7034752278298453,1.7815227316391125,4.33234320931045,1.4255588754625372,-4.776329623321214,4.45151819928269,4.616123722346728,-0.18282972230769534,-1.9264564891420697,6.321954254966627,-12.782518373526194,7.460125219142587,12.146917616524252,-14.672116673745167,-7.219255120247938,2.4701734250775704,-9.41955731946647,21.284346080589078,-24.518381895627748,-17.673101323612023
79,11.072137573197894,4.902868553706269,0.7653441693676757,-0.011148736177856024,-0.02965287299389761,3.217259156867792,0.005538782361883208,-0.028387706534636622,-0.18169569698819377,0.02749154711326062,-0.04373235003648413,-0.48082267749449015,-0.6787677228523153,0.01674666586497775,0.23094518898639566,0.7138258216465476,-0.5332910760798568,-1.0043891166892678,-0.01145319701936276,-0.015520558815778879,-0.45676254928773813,-0.7296844403355506,-0.6999995396300274,2.642806199032099,0.1770826730604713,1.9577084284140804,-1.9247651270491308,-1.288577891785908,15.761027807995115,2.2183931921899522,0.4907232472704382,0.1594134669778587,2.0254654108341428,-2.838909285256976,-0.26871411589830924,-5.3069754221420595,-1.8582631208544425,1.4777522181893803,3.968418435654098,2.424158935203751,-4.917302833364861,5.055969667816656,6.133264307306841,-3.0879864777691077,-3.0527307473437384,12.125071726047631,-13.69425984861222,13.654306607169053,7.660267555193627,-9.815578248553734,-4.633055581362699,-4.04687328853269,-17.155771366098666,26.413868215817885,-20.635759904400647,-20.191966633968974
80,11.244986892703501,4.923305556616398,0.7689112427692285,-0.008223499470386425,-0.0007617587050245365,3.1857859402035156,0.0002857783244128529,-0.09101308905786859,-0.20092391100849794,0.040505289063268446,-0.004593474347352217,-0.44820805448935186,-0.7259619926441592,0.07766454603638007,0.3065899727928089,0.647027076524922,-0.5680056310362085,-0.8336876594289141,-0.16215613105134374,0.16950024632201144,-0.39440872930473303,-0.7853585583229648,-0.7397302410395986,2.5571215381370593,-0.07832249125673618,2.2550679795506454,-2.0936480967858797,-1.5047489950611839,15.5564387555047,1.8393302619116194,0.3210366061397544,0.263271303672264,2.6002002859985764,-2.8325894997848615,-0.4727703633723319,-5.636284427090878,-1.7305392618273916,1.1712367755007038,3.5224988120218734,2.9353160704624353,-4.247484281265951,5.482609215426219,6.8080305425771925,-6.011887060946321,-3.124309946071656,15.363131153431835,-13.563264062878279,16.65187246240113,5.611843798470456,-5.0106706188672625,-3.575763126861409,-7.711619480553585,-22.986464788548677,26.7623596022908,-15.199467276307383,-19.455399294774775
81,11.416197724774902,4.938367471602325,0.7705471170351512,-0.004055028795877885,0.03321203203439013,3.158375485813009,-0.00716071095676043,-0.15609080570632985,-0.2161409644903851,0.05038656793108312,0.02811629098890578,-0.4149894886237755,-0.757762643250101,0.14213183506175797,0.3788866091693268,0.5513624671493913,-0.5759775151386977,-0.6631576763040534,-0.30519913133241094,0.35000297212961834,-0.33093666882870665,-0.7853791579543179,-0.7851431084458051,2.4697825457979032,-0.35548726803902764,2.493364668354329,-2.2039758051344425,-1.6884604127785388,15.408974886426085,1.3555723487333928,0.1472286839330509,0.37516236070576864,3.05764116654732,-2.4669408951456036,-0.6701840353055957,-5.856994498361512,-1.3695348133698322,0.8893150981033215,2.9438788802632185,2.9896709279018596,-2.8620585545347588,5.802056012284034,6.5066972738866085,-8.609814843797759,-0.7174695692240287,15.347698481237465,-12.873870025296055,16.245245322684625,5.712485442842365,-0.0018539668217734118,-4.087158066558574,-7.86050931052409,-24.944829910406234,21.446701992331583,-9.929493751370627,-16.534027594561984
82,11.586547049830486,4.947426586759676,0.770415023026034,0.001044657734888615,0.07077337227535437,3.137926744873873,-0.016192221900797693,-0.2215333274311539,-0.22534073609073602,0.05756778357831132,0.052358681371323795,-0.38500085296799247,-0.7705146617712235,0.2093315113937675,0.44109559465846515,0.43381221201544085,-0.5286687861482936,-0.5223554013859506,-0.4394803806680363,0.49439225098574635,-0.2556964593374914,-0.7214250132461502,-0.8429241612462217,2.3983816284785133,-0.6094538697701487,2.629392464245949,-2.257692907945338,-1.8329556737785881,15.3314392550026,0.8153203641615375,-0.011888460820120912,0.458971787768985,3.380520621686781,-1.8403866845222367,-0.8128359849633536,-5.889826955234161,-0.827979444031592,0.6463094082505372,2.1818151344176218,2.698977209020514,-1.1476816669010272,6.047970869880837,5.59880869402245,-10.579522962055558,4.257785609136375,12.672204742629255,-12.085312440206279,12.995035097051527,6.77161885420937,5.755873023735102,-5.200294752037491,-6.4260825587450405,-22.856994155800898,12.242501630245778,-4.83453925298066,-13.00457349000443
83,11.756887181062899,4.950501127651446,0.7688201479902128,0.00641282593945981,0.11040489959521188,3.125570051009713,-0.02578519497076957,-0.2843928282159434,-0.2274856271131629,0.06228141754745645,0.06550229432645255,-0.359843485550297,-0.7660649470424963,0.2783949556247709,0.4956823294927852,0.30392514874438037,-0.4112785832655244,-0.4259105915290367,-0.5632945248207789,0.5878862039366523,-0.17370009078289628,-0.5850139523622883,-0.9063397127007986,2.32543111759109,-0.8175024562539905,2.658214392576947,-2.243635489217342,-1.942855376989927,15.330611810917025,0.2767086802593369,-0.1435387532239081,0.48313513841140754,3.566837458787176,-1.1121024477744001,-0.8633675762974689,-5.657355070631057,-0.19304019201841127,0.42422705722306214,1.1829251659615863,2.264163067592585,0.40047432558545903,6.215709980790273,4.9128061350888,-11.689835694395423,10.565118259449225,8.680032887122248,-11.143272973746853,8.414455765581518,7.379673169913573,12.276995479547576,-5.707399630911916,-6.565545979868125,-18.724372783545768,2.5939735497898297,1.2651676855196605,-9.890973289020508
84,11.927993201981813,4.948222791571243,0.7661174853272394,0.011205046088323848,0.15069310918996665,3.120684116929275,-0.03478118211001742,-0.3417749808119711,-0.2226605057300879,0.06452140128011824,0.06524116274620026,-0.33871695495981236,-0.7501182929003094,0.3480524492228705,0.5503805027318532,0.17183734714543064,-0.2260656110034226,-0.3756846521922232,-0.6705739240221655,0.6348733288992355,-0.09906230581491393,-0.3764764927999203,-0.9634549512729851,2.221931839381935,-0.9730821210740195,2.5951424440122937,-2.1514921093940957,-2.0234179475857985,15.399541882702305,-0.20505024721828657,-0.24323963966760526,0.43129981339776335,3.625938863531298,-0.4397340672393969,-0.8096388425323066,-5.164393733645859,0.4342609244767133,0.2015985359395602,-0.02350184222270535,1.9013877531446741,1.4351988728001785,6.269174423829013,4.922835591516128,-11.887902143905453,16.669167503589176,4.5203345403132005,-9.655145928124778,4.2288412466325,6.7174006471184,18.768371360613113,-5.140371471493401,-9.314935038823961,-14.002169833799217,-5.676475370818839,8.292904184092176,-7.250631353628442
85,12.10039759571013,4.941719940584092,0.7626509215177898,0.014558798383750631,0.1903645885053234,3.1215877253145363,-0.042137660518850054,-0.39246646768428384,-0.21154569367745335,0.0644744341278517,0.051258045271202146,-0.3194901740673939,-0.7304016275686454,0.4167721581909931,0.6115074240829239,0.04641469168363521,0.010068290516695277,-0.36625593738892503,-0.7499832586497122,0.6497648745784115,-0.04606930035287016,-0.10534281041869731,-1.0048784348554682,2.075160560596484,-1.0816142881714528,2.4680038145340424,-1.9897420725622479,-2.079101218042206,15.516395435548612,-0.585256588843555,-0.3119907428503682,0.30183770656574516,3.570433138378617,0.08132475467047896,-0.6620830568006775,-4.562233818508994,1.0003330847382579,-0.004227043675581688,-1.2584805727454953,1.7304102803195611,1.7744998798462426,6.18477380712798,5.501422921596365,-11.2880389915616,21.252051136806273,0.8485843322968378,-7.146840116479208,1.340239111121423,4.769370491584024,24.402031414310088,-3.7281135224269746,-13.209415090690605,-9.767895038772494,-11.442476653042613,14.557503314866302,-5.011494341076656
86,12.274312069783747,4.932359470675934,0.7587610589060745,0.015760766120383515,0.22834750094689996,3.1259470909700777,-0.04712110545505345,-0.43609623988087987,-0.19519254455752977,0.06218932003486713,0.024543095773999102,-0.2992543603035367,-0.7113689516144188,0.48240499264151193,0.6778310121973694,-0.06571140582112944,0.2712186963405628,-0.3894965327028237,-0.7852405536007492,0.6499406084152933,-0.022588999819570077,0.21163285696368184,-1.0248981488166358,1.8938790271859602,-1.151968061087571,2.305292151158202,-1.7875135476085986,-2.111553543690665,15.65230266662547,-0.8424422917342772,-0.35008763505438295,0.1081770962969595,3.418462119741065,0.3923429089987181,-0.44851004425830543,-3.926679497692818,1.471783420793094,-0.2056602683686114,-2.4043454547482748,1.8212232387471758,1.7129408358795553,5.906955100546692,5.969122930300141,-10.091348775428804,23.50353652414808,-2.0916535782508774,-3.1731565455933293,0.015816045319371308,2.113227047996989,28.52781006441413,-1.8017742565059214,-16.31533800694711,-6.3318395624514725,-14.644049703825614,18.200567245828434,-2.9207093083613387
87,12.449689587251834,4.921516547296856,0.7548103203108527,0.014334641584171729,0.2638185253976098,3.1310539089494602,-0.04935872510051107,-0.4717970689748059,-0.17475296418104902,0.05731219638712137,-0.014030964223675724,-0.2747621317457374,-0.6929292372013207,0.5423230147837832,0.7422792235399321,-0.15989459396138095,0.5283115642694293,-0.4368618973126897,-0.7574667239303776,0.6563541568817639,-0.02944055933850709,0.5506318511171369,-1.0244797267504981,1.7056750573762125,-1.1936350279948955,2.1316205133847537,-1.5870877785247386,-2.1198339682043565,15.783976572127859,-0.975863104117025,-0.3555664735699544,-0.1283512082590608,3.1923922005542718,0.4596136181444424,-0.20138576809118605,-3.2130746184437236,1.8395622338832731,-0.438941128297118,-3.471665399790733,2.204300570201911,1.6595742971692244,5.392621992804449,5.800339020830592,-8.476486932622683,23.138358113597974,-4.262882814887938,2.4996446703334456,0.5772193619823471,-0.6166403567043202,30.509909473810943,0.03765798594279479,-16.938357282877302,-3.750027021668804,-15.630447399610365,18.0383192175474,-0.7452382062322123
